city,station_name,parameter,sensor_id,locality,timezone,is_mobile,is_monitor,distance,country,owner,provider,latitude,longitude,datetime_from,datetime_to
Roma,CINECITTA,pm25 µg/m³,5079458,LGO. BELOLLI - Roma (RM),Europe/Rome,False,True,8142.07286168,Italy,Unknown Governmental Organization,EEA,41.857716000169184,12.56865200001923,2022-09-30T00:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,TIBURTINA,no2 µg/m³,21866,"VIA TIBURTINA, ADIACENTE CIVICO 654 - Roma (RM)",Europe/Rome,False,True,5788.15626396,Italy,Unknown Governmental Organization,EEA,41.91026800012512,12.548853999828117,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,TIBURTINA,pm10 µg/m³,21855,"VIA TIBURTINA, ADIACENTE CIVICO 654 - Roma (RM)",Europe/Rome,False,True,5788.15626396,Italy,Unknown Governmental Organization,EEA,41.91026800012512,12.548853999828117,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,no2 µg/m³,21903,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,no2 µg/m³,21903,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,o3 µg/m³,21914,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,o3 µg/m³,21914,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,pm10 µg/m³,21856,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,pm10 µg/m³,21856,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,pm25 µg/m³,21857,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,pm25 µg/m³,21857,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,L.GO PERESTRELLO,no2 µg/m³,21885,LARGO PERESTRELLO - Roma (RM),Europe/Rome,False,True,4939.87284931,Italy,Unknown Governmental Organization,EEA,41.88601900023409,12.541618000145938,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,L.GO PERESTRELLO,o3 µg/m³,21925,LARGO PERESTRELLO - Roma (RM),Europe/Rome,False,True,4939.87284931,Italy,Unknown Governmental Organization,EEA,41.88601900023409,12.541618000145938,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,L.GO PERESTRELLO,pm10 µg/m³,21860,LARGO PERESTRELLO - Roma (RM),Europe/Rome,False,True,4939.87284931,Italy,Unknown Governmental Organization,EEA,41.88601900023409,12.541618000145938,2018-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,IT1835A,no2 µg/m³,24845,Roma,Europe/Rome,False,True,7369.54836542,Italy,Unknown Governmental Organization,EEA Italy,41.947778,12.533611,2020-05-06T18:00:00+02:00,2024-01-29T17:00:00+01:00
Roma,IT1835A,o3 µg/m³,24844,Roma,Europe/Rome,False,True,7369.54836542,Italy,Unknown Governmental Organization,EEA Italy,41.947778,12.533611,2020-05-06T18:00:00+02:00,2024-01-29T17:00:00+01:00
Roma,IT2012A,no2 µg/m³,24778,Roma,Europe/Rome,False,True,11614.20903065,Italy,Unknown Governmental Organization,EEA Italy,41.875556,12.345,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT2012A,o3 µg/m³,24777,Roma,Europe/Rome,False,True,11614.20903065,Italy,Unknown Governmental Organization,EEA Italy,41.875556,12.345,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT0825A,no2 µg/m³,5078901,Roma,Europe/Rome,False,True,6118.56506983,Italy,Unknown Governmental Organization,EEA Italy,41.9475,12.46972,2022-10-04T20:00:00+02:00,2024-01-29T19:00:00+01:00
Roma,IT1176A,no2 µg/m³,24474,Roma,Europe/Rome,False,True,4942.22001733,Italy,Unknown Governmental Organization,EEA Italy,41.886111,12.541667,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT1176A,o3 µg/m³,24473,Roma,Europe/Rome,False,True,4942.22001733,Italy,Unknown Governmental Organization,EEA Italy,41.886111,12.541667,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT1906A,no2 µg/m³,24804,Roma,Europe/Rome,False,True,635.91355629,Italy,Unknown Governmental Organization,EEA Italy,41.893889,12.475278,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,IT1906A,o3 µg/m³,24803,Roma,Europe/Rome,False,True,635.91355629,Italy,Unknown Governmental Organization,EEA Italy,41.893889,12.475278,2020-05-06T18:00:00+02:00,2024-01-29T18:00:00+01:00
Roma,CIPRO,no2 µg/m³,24843,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,no2 µg/m³,24843,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,o3 µg/m³,24842,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,o3 µg/m³,24842,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,pm10 µg/m³,7777171,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,pm10 µg/m³,7777171,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,CIPRO,pm25 µg/m³,7777172,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,CIPRO,pm25 µg/m³,7777172,"VIA DELLA MELORIA, FRONTE CIVICO 27 - Roma (RM)",Europe/Rome,False,True,3269.41247504,Italy,Unknown Governmental Organization,EEA,41.90635599971571,12.447588000319238,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,VILLA ADA,no2 µg/m³,7775133,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,VILLA ADA,no2 µg/m³,7775133,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2022-10-04T20:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,VILLA ADA,o3 µg/m³,7774928,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,VILLA ADA,o3 µg/m³,7774928,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2022-10-04T20:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,VILLA ADA,pm10 µg/m³,7777633,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,VILLA ADA,pm10 µg/m³,7777633,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2022-10-04T20:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,VILLA ADA,pm25 µg/m³,7777632,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2018-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Roma,VILLA ADA,pm25 µg/m³,7777632,VIA SALARIA - Roma (RM),Europe/Rome,False,True,4828.92575678,Italy,Unknown Governmental Organization,EEA,41.9328920002536,12.506946999834163,2022-10-04T20:00:00+02:00,2026-01-28T21:00:00+01:00
Roma,FERMI,no2 µg/m³,7775770,"P.ZZA E. FERMI, FRONTE CIVICO16 - Roma (RM)",Europe/Rome,False,True,3438.07695133,Italy,Unknown Governmental Organization,EEA,41.86399299978572,12.469569999900465,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,MALAGROTTA,no2 µg/m³,7775677,VIA PAOLO EMILIO PAVOLINI 69/71 - Roma (RM),Europe/Rome,False,True,11580.95880076,Italy,Unknown Governmental Organization,EEA,41.87478299970997,12.345589999617948,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Roma,MALAGROTTA,o3 µg/m³,7774738,VIA PAOLO EMILIO PAVOLINI 69/71 - Roma (RM),Europe/Rome,False,True,11580.95880076,Italy,Unknown Governmental Organization,EEA,41.87478299970997,12.345589999617948,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,IT1497A,no2 µg/m³,24412,Napoli,Europe/Rome,False,True,3034.83689859,Italy,Unknown Governmental Organization,EEA Italy,40.862778,14.254444,2020-05-06T17:00:00+02:00,2024-01-29T19:00:00+01:00
Napoli,IT1497A,o3 µg/m³,24411,Napoli,Europe/Rome,False,True,3034.83689859,Italy,Unknown Governmental Organization,EEA Italy,40.862778,14.254444,2020-05-06T17:00:00+02:00,2024-01-29T19:00:00+01:00
Napoli,IT1496A,no2 µg/m³,24414,Napoli,Europe/Rome,False,True,2148.90560667,Italy,Unknown Governmental Organization,EEA Italy,40.85,14.23139,2020-05-06T17:00:00+02:00,2024-01-29T20:00:00+01:00
Napoli,NA09 I.T.I.S. ARGINE,no2 µg/m³,24982,"VIA ARGINE, 902 - Napoli (NA)",Europe/Rome,False,True,8407.134934,Italy,Unknown Governmental Organization,EEA,40.86427000012032,14.341079999770034,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Napoli,NA09 I.T.I.S. ARGINE,pm10 µg/m³,24416,"VIA ARGINE, 902 - Napoli (NA)",Europe/Rome,False,True,8407.134934,Italy,Unknown Governmental Organization,EEA,40.86427000012032,14.341079999770034,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Napoli,NA09 I.T.I.S. ARGINE,pm25 µg/m³,24415,"VIA ARGINE, 902 - Napoli (NA)",Europe/Rome,False,True,8407.134934,Italy,Unknown Governmental Organization,EEA,40.86427000012032,14.341079999770034,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Napoli,NA07 ENTE FERROVIE,no2 µg/m³,24979,"CORSO NOVARA,10 - Napoli (NA)",Europe/Rome,False,True,2768.42364531,Italy,Unknown Governmental Organization,EEA,40.853609999756266,14.27167000027274,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Napoli,NA07 ENTE FERROVIE,pm10 µg/m³,24417,"CORSO NOVARA,10 - Napoli (NA)",Europe/Rome,False,True,2768.42364531,Italy,Unknown Governmental Organization,EEA,40.853609999756266,14.27167000027274,2020-05-06T18:00:00+02:00,2026-01-28T21:00:00+01:00
Napoli,IT0898A,no2 µg/m³,24969,Napoli,Europe/Rome,False,True,1899.24134897,Italy,Unknown Governmental Organization,EEA Italy,40.85278,14.25139,2020-05-06T17:00:00+02:00,2024-01-29T19:00:00+01:00
Napoli,IT0898A,pm10 µg/m³,24512,Napoli,Europe/Rome,False,True,1899.24134897,Italy,Unknown Governmental Organization,EEA Italy,40.85278,14.25139,2020-05-06T17:00:00+02:00,2024-01-29T19:00:00+01:00
Napoli,IT0898A,pm25 µg/m³,24511,Napoli,Europe/Rome,False,True,1899.24134897,Italy,Unknown Governmental Organization,EEA Italy,40.85278,14.25139,2020-05-06T17:00:00+02:00,2024-01-29T19:00:00+01:00
Napoli,IT1495A,no2 µg/m³,24984,Napoli,Europe/Rome,False,True,4471.14445104,Italy,Unknown Governmental Organization,EEA Italy,40.8675,14.28139,2020-05-06T18:00:00+02:00,2024-01-29T19:00:00+01:00
Napoli,Casoria Scuola Palizzi (CAM),no2 µg/m³,7775714,via Duca D'Aosta - Casoria (NA),Europe/Rome,False,True,9714.47203002,Italy,Unknown Governmental Organization,EEA,40.91462999978563,14.298659999765098,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Casoria Scuola Palizzi (CAM),o3 µg/m³,7774659,via Duca D'Aosta - Casoria (NA),Europe/Rome,False,True,9714.47203002,Italy,Unknown Governmental Organization,EEA,40.91462999978563,14.298659999765098,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Tirrenopower Volla,no2 µg/m³,7774607,via Filichito - Volla (NA),Europe/Rome,False,True,10222.08877019,Italy,Unknown Governmental Organization,EEA,40.88640000023777,14.349980000056956,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Tirrenopower Volla,pm10 µg/m³,7775676,via Filichito - Volla (NA),Europe/Rome,False,True,10222.08877019,Italy,Unknown Governmental Organization,EEA,40.88640000023777,14.349980000056956,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Tirrenopower Volla,pm25 µg/m³,7774252,via Filichito - Volla (NA),Europe/Rome,False,True,10222.08877019,Italy,Unknown Governmental Organization,EEA,40.88640000023777,14.349980000056956,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Portici parco reggia,no2 µg/m³,7773357,Rampa Bosco Reggia di Portici - Portici (NA),Europe/Rome,False,True,8767.37198314,Italy,Unknown Governmental Organization,EEA,40.81587999979256,14.349270000402475,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Portici parco reggia,o3 µg/m³,7773362,Rampa Bosco Reggia di Portici - Portici (NA),Europe/Rome,False,True,8767.37198314,Italy,Unknown Governmental Organization,EEA,40.81587999979256,14.349270000402475,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,NA06 MUSEO NAZIONALE,no2 µg/m³,7775341,"PIAZZA MUSEO NAZIONALE,1 - Napoli (NA)",Europe/Rome,False,True,2054.23476885,Italy,Unknown Governmental Organization,EEA,40.85419000021267,14.25132999975832,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,NA06 MUSEO NAZIONALE,pm10 µg/m³,7772966,"PIAZZA MUSEO NAZIONALE,1 - Napoli (NA)",Europe/Rome,False,True,2054.23476885,Italy,Unknown Governmental Organization,EEA,40.85419000021267,14.25132999975832,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,NA06 MUSEO NAZIONALE,pm25 µg/m³,7774365,"PIAZZA MUSEO NAZIONALE,1 - Napoli (NA)",Europe/Rome,False,True,2054.23476885,Italy,Unknown Governmental Organization,EEA,40.85419000021267,14.25132999975832,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,NA01 OSSERVATORIO ASTRONOMICO,no2 µg/m³,7772823,SALITA MOIARIELLO 16 - Napoli (NA),Europe/Rome,False,True,3135.72331765,Italy,Unknown Governmental Organization,EEA,40.86369000028024,14.254509999931496,2024-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Napoli,NA01 OSSERVATORIO ASTRONOMICO,o3 µg/m³,7775800,SALITA MOIARIELLO 16 - Napoli (NA),Europe/Rome,False,True,3135.72331765,Italy,Unknown Governmental Organization,EEA,40.86369000028024,14.254509999931496,2024-01-29T00:00:00+01:00,2026-01-28T11:00:00+01:00
Napoli,NA08 OSPEDALE NUOVO PELLEGRINI,no2 µg/m³,7773855,VIA FILIPPO MARIA BRIGANTI - Napoli (NA),Europe/Rome,False,True,4643.38390612,Italy,Unknown Governmental Organization,EEA,40.872340000167,14.275469999688706,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,NA02 OSPEDALE SANTOBONO,no2 µg/m³,7773933,VIA MARIO FIORE 6 - Napoli (NA),Europe/Rome,False,True,2113.81583256,Italy,Unknown Governmental Organization,EEA,40.84935999972537,14.231109999792816,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Tirrenopower Via Epomeo,no2 µg/m³,7773712,via Epomeo - Napoli (NA),Europe/Rome,False,True,3768.62642752,Italy,Unknown Governmental Organization,EEA,40.84495000021116,14.205670000204076,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Tirrenopower Via Epomeo,pm10 µg/m³,7773786,via Epomeo - Napoli (NA),Europe/Rome,False,True,3768.62642752,Italy,Unknown Governmental Organization,EEA,40.84495000021116,14.205670000204076,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Napoli,Tirrenopower Via Epomeo,pm25 µg/m³,7774434,via Epomeo - Napoli (NA),Europe/Rome,False,True,3768.62642752,Italy,Unknown Governmental Organization,EEA,40.84495000021116,14.205670000204076,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Palermo,PA - Belgio,no2 µg/m³,7773400,"Palermo, Via Prava c/o Giardino Pubblico s.n.",Europe/Rome,False,True,4852.62444347,Italy,Unknown Governmental Organization,EEA,38.1517000001211,13.331559000354982,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Palermo,PA - Castelnuovo,no2 µg/m³,7772765,"Palermo, Piazza Castelnuovo n.37",Europe/Rome,False,True,1471.81594737,Italy,Unknown Governmental Organization,EEA,38.12438199967148,13.354214999605675,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Palermo,PA - Indipendenza,no2 µg/m³,7774942,"Palermo, Piazza Indipendenza s.n.",Europe/Rome,False,True,189.27808752,Italy,Unknown Governmental Organization,EEA,38.111034000006256,13.350251999983094,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Palermo,PA - UNIPA,no2 µg/m³,7774078,"Palermo, Viale delle Scienze c/o Universita degli studi di Palermo ",Europe/Rome,False,True,850.93579292,Italy,Unknown Governmental Organization,EEA,38.10509599974613,13.346530000384933,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Palermo,PA - UNIPA,o3 µg/m³,7774017,"Palermo, Viale delle Scienze c/o Universita degli studi di Palermo ",Europe/Rome,False,True,850.93579292,Italy,Unknown Governmental Organization,EEA,38.10509599974613,13.346530000384933,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Palermo,PA - Di Blasi,no2 µg/m³,7775020,"Palermo, Viale delle Regione Siciliana n. 2033",Europe/Rome,False,True,2335.56132965,Italy,Unknown Governmental Organization,EEA,38.121680999664335,13.329305999571268,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Palermo,PA - Boccadifalco,no2 µg/m³,7774599,"Palermo, Via Luigi Sarullo c/o ASP 6 ‘Casa del Sole’",Europe/Rome,False,True,4522.81562199,Italy,Unknown Governmental Organization,EEA,38.12053899983797,13.302198000078135,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
Palermo,PA - Boccadifalco,o3 µg/m³,7775122,"Palermo, Via Luigi Sarullo c/o ASP 6 ‘Casa del Sole’",Europe/Rome,False,True,4522.81562199,Italy,Unknown Governmental Organization,EEA,38.12053899983797,13.302198000078135,2024-01-29T00:00:00+01:00,2026-01-28T21:00:00+01:00
